"DAX" "Dow_Jones" "GBP.USD"
"1" -0.02324719 -0.008779112 0
"2" 0.0004025249 -0.01432468 0.009287992
"3" 0.02129866 -0.002887386 -0.007216526
"4" -0.0275303 -0.01702584 -0.0138041
"5" -0.003104596 -0.005309838 0.0005243839
"6" 0.01554384 -0.01570806 0.01043034
"7" 0.005974149 0.01145501 -0.01095473
"8" -0.0008243964 0.001091946 -0.0002622951
"9" -0.0401964 -0.007052623 0
"10" -0.001643163 0.002685699 -0.0008923182
"11" -0.002220293 0.007328766 -0.001208523
"12" 0.0728754 0.04466472 0.01072046
"13" -0.01245538 0.008830691 0.00931925
"14" -0.01063238 -0.006660386 0.006676964
"15" -0.01090662 -0.00993428 -0.002665438
"16" -0.01196848 0.006066334 0.004710951
"17" 0.01199757 0.009125646 0.002856708
"18" 0.004997816 0.006163173 -0.0008153698
"19" 0.0004557407 -0.00186305 0.001019108
"20" -0.001751758 0.003069356 0.003051108
"21" 0.01472164 0.01878866 -0.005600829
"22" 0.01371968 0.00854027 0.003822148
"23" 0.004517694 -0.002085209 0.005326582
"24" 0.005954853 0.01511576 -0.0007592054
"25" 0.002658429 0.005787109 0.004395389
"26" -0.007086243 0.01515162 0.008933112
"27" 0.005284572 -0.007196597 -0.003503507
"28" 0.02173579 0.007108283 -0.004522621
"29" 0.01415182 0.02495891 0.006025627
"30" -0.01338907 -0.009513693 -0.003008275
"31" 0.01383902 0.01189867 0.001755927
"32" -0.001942251 -0.01103635 -0.007698732
"33" 0.02960739 0.01976017 -0.00440429
"34" 0.02666601 0 -0.005086481
"35" 0.00921613 -0.000842022 -0.005368797
"36" -0.0125602 -0.01137687 -0.002052862
"37" -0.0006382354 -0.00247978 0.0053798
"38" 0.01028959 -0.0008544954 -0.007694319
"39" 0.01170361 -0.0005158181 -0.009052176
"40" -0.02716514 -0.008090482 -0.004687509
"41" 0.004661058 0.008519772 0.0005219207
"42" -0.0150794 -0.002401544 -0.002089319
"43" -0.01657534 0.009571764 -0.005768238
"44" 0.009266374 0.00144574 -0.001578948
"45" 0.006121564 0.01984562 0.001315963
"46" 0.03449608 0.0002522793 -0.00606782
"47" -0.00873137 -0.003335223 -0.001482973
"48" 0.01371791 -0.002760804 -0.007020932
